rank,content_id,client_id,decline_probability,value_weighted_score,reason_code,action,archetype_id,days_since_last_update,impressions_90d,clicks_90d,ctr,avg_position,engagement_rate,click_equivalent_value,is_declining_label
1403,content_3dd595f1c364,client_19581e27de,0.5261757349784271,3.3254306450636593,past_visibility_peak,MONITOR,0,22,3616,4,0.11,13.0,0.0,6.32,1
1404,content_99cf62f0936e,client_19581e27de,0.6415167217787401,3.3230566188138733,past_visibility_peak,MONITOR,1,104,617,2,0.32,13.1,0.0,5.18,1
1405,content_62f66fd2915d,client_7f2253d7e2,0.7273098579042544,3.3165329520433997,aging_past_lifecycle_peak,SCHEDULE_REVIEW,0,20,698,2,0.29,6.7,0.0,4.56,1
1406,content_7b6c63658332,client_19581e27de,0.77957257653853,3.305387724523367,past_visibility_peak,PRIORITY_REVIEW,1,104,2229,1,0.04,8.1,0.0,4.24,1
1407,content_a3c2440cef67,client_bdd2d3af3a,0.6821299773939339,3.3015090905866398,aging_past_lifecycle_peak,SCHEDULE_REVIEW,0,20,868,4,0.46,6.3,6.67,4.84,1
1408,content_05d71853e0f1,client_4e07408562,0.5026396377954104,3.297316023937892,past_visibility_peak,MONITOR,0,7,1836,8,0.44,21.7,6.25,6.56,0
1409,content_d46d85035ad2,client_4e07408562,0.6048679342025506,3.2904815620618755,past_visibility_peak,MONITOR,0,7,2523,4,0.16,10.6,25.0,5.44,0
1410,content_b1fe4f67e498,client_19581e27de,0.625748468542514,3.2851794598481985,past_visibility_peak,MONITOR,1,104,2275,7,0.31,10.0,0.0,5.25,1
1411,content_0995e0d5108d,client_b4944c6ff0,0.6645466005212429,3.28286020657494,aging_past_lifecycle_peak,MONITOR,0,8,810,2,0.25,11.7,0.0,4.94,0
1412,content_5eb2f48aab0f,client_4e07408562,0.5447028868717525,3.268217321230515,past_visibility_peak,MONITOR,0,7,3001,5,0.17,34.1,0.0,6.0,1
1413,content_4402cfd84e63,client_19581e27de,0.5584725303085087,3.2670643023047763,past_visibility_peak,MONITOR,0,20,14298,13,0.09,20.9,0.0,5.8500000000000005,0
1414,content_118ce9aa01e7,client_349c41201b,0.6477580322919879,3.2647004827516195,content_depth_mismatch,MONITOR,0,20,14959,72,0.48,27.6,0.97,5.040000000000001,1
1415,content_4a1694ef8899,client_4e07408562,0.5536300421648338,3.2553446479292227,past_visibility_peak,MONITOR,0,7,3874,7,0.18,7.3,5.26,5.88,1
1416,content_95dbb68d939c,client_19581e27de,0.5848955805617883,3.2520194279235426,past_visibility_peak,MONITOR,1,104,507,2,0.39,9.2,10.0,5.56,0
1417,content_b703b0dd0fe0,client_19581e27de,0.615025043924164,3.2473322319195863,past_visibility_peak,MONITOR,1,104,6304,6,0.1,9.9,0.0,5.28,0
1418,content_17c3d5e29e66,client_19581e27de,0.48004510955639346,3.2451049406012196,past_visibility_peak,MONITOR,0,22,494,2,0.4,18.7,0.0,6.76,1
1419,content_038656ceaf34,client_3fdba35f04,0.6053280789270294,3.244558503048878,past_visibility_peak,MONITOR,0,14,2255,8,0.35,9.4,0.0,5.36,1
1420,content_98d5adb1fb62,client_19581e27de,0.6748087911965548,3.2390821977434627,past_visibility_peak,SCHEDULE_REVIEW,1,104,14211,10,0.07,7.1,0.0,4.8,1
1421,content_d0a2a4e36acc,client_19581e27de,0.6879020426417821,3.21938155956354,past_visibility_peak,SCHEDULE_REVIEW,1,104,20978,13,0.06,7.6,10.0,4.68,1
1422,content_6674ae339044,client_f369cb89fc,0.7381489431077952,3.2183293919499874,past_visibility_peak,SCHEDULE_REVIEW,0,20,874,4,0.46,7.1,0.0,4.36,1
1423,content_3aa4e5ba635c,client_19581e27de,0.19382044602340226,3.217419403988478,large_page_regression_risk,MONITOR,0,20,62612,415,0.66,2.2,3.83,16.6,0
1424,content_69736d62f21a,client_6208ef0f77,0.6107740389084013,3.212671444658191,content_depth_mismatch,MONITOR,1,104,376,2,0.53,13.5,0.0,5.26,1
1425,content_e69887c28a2c,client_19581e27de,0.5205548852070527,3.1962069951713037,past_visibility_peak,MONITOR,2,22,848,2,0.24,7.7,50.0,6.14,1
1426,content_c86dd0f724c7,client_19581e27de,0.4498771787668198,3.194127969244421,past_visibility_peak,MONITOR,1,104,28963,71,0.25,6.6,2.94,7.1000000000000005,0
1427,content_eef4012d740c,client_f74efabef1,0.7123161704061829,3.1911764434196996,past_visibility_peak,SCHEDULE_REVIEW,0,20,1032,1,0.1,28.2,0.0,4.48,0
1428,content_b2f54055ce4e,client_f74efabef1,0.5997244553035862,3.1905341022150786,past_visibility_peak,MONITOR,0,20,7401,38,0.51,4.3,0.0,5.32,1
1429,content_a2360e39517a,client_3fdba35f04,0.7655324106015826,3.1846148281025837,past_visibility_peak,PRIORITY_REVIEW,1,104,1878,2,0.11,17.2,0.0,4.16,0
1430,content_311950f2ec04,client_19581e27de,0.44490344411326627,3.1766105909687212,past_visibility_peak,MONITOR,0,22,9025,14,0.16,9.7,0.0,7.140000000000001,0
1431,content_917b7ad35f9f,client_8722616204,0.6368795670182039,3.171660243750656,aging_past_lifecycle_peak,MONITOR,0,8,83,1,1.2,11.4,0.0,4.98,0
1432,content_9b8949116824,client_6208ef0f77,0.6981170052163338,3.1694512036821556,content_depth_mismatch,SCHEDULE_REVIEW,1,104,3317,1,0.03,26.2,0.0,4.54,1
1433,content_60da5b50ebb9,client_f369cb89fc,0.6983582035783835,3.1565790801742932,past_visibility_peak,SCHEDULE_REVIEW,0,20,1397,2,0.14,6.8,2.63,4.52,1
1434,content_f136bd20680a,client_19581e27de,0.6532443615589111,3.1551702663295407,large_page_regression_risk,MONITOR,1,104,33249,23,0.07,7.6,4.27,4.83,1
1435,content_fadc1b872839,client_f369cb89fc,0.5553233271816316,3.154236498391667,inconsistent_traffic,MONITOR,0,20,43,4,9.3,5.9,0.0,5.68,1
1436,content_c75e95f6be6d,client_a88a7902cb,0.6959992222806676,3.152876476931424,aging_past_lifecycle_peak,SCHEDULE_REVIEW,0,20,450,3,0.67,10.9,0.0,4.53,0
1437,content_56306f73f70e,client_3fdba35f04,0.7347818402028116,3.152214094470062,past_visibility_peak,SCHEDULE_REVIEW,0,20,500,1,0.2,35.3,0.0,4.29,0
1438,content_aeb7cf823e3e,client_19581e27de,0.5358507775620828,3.1508025720650465,past_visibility_peak,MONITOR,0,20,5910,6,0.1,11.1,1.89,5.88,0
1439,content_b57cb518d3e6,client_19581e27de,0.45927342639701746,3.1414302365555993,past_visibility_peak,MONITOR,0,22,3198,2,0.06,17.5,0.0,6.84,0
1440,content_8f2e9c002280,client_b4944c6ff0,0.5899946877226832,3.1328717918074473,large_page_regression_risk,MONITOR,0,20,18053,177,0.98,5.4,8.99,5.31,0
1441,content_df3184adada1,client_3fdba35f04,0.8191927458649698,3.1293162892041844,past_visibility_peak,PRIORITY_REVIEW,1,104,1108,1,0.09,9.9,0.0,3.82,1
1442,content_f7dac28dcb7b,client_19581e27de,0.3977216410547589,3.126092098690405,past_visibility_peak,MONITOR,0,20,4806,6,0.12,22.5,0.0,7.86,0
1443,content_9791c3c6a76c,client_19581e27de,0.41676382819443625,3.1173934348943835,past_visibility_peak,MONITOR,0,22,3995,4,0.1,5.3,1.96,7.48,1
1444,content_e182e1f2daf4,client_19581e27de,0.6058841159058955,3.108185514597244,past_visibility_peak,MONITOR,0,20,28755,57,0.2,5.4,0.0,5.13,0
1445,content_2a715b9b391a,client_b4944c6ff0,0.7908177449510289,3.1079137376575434,past_visibility_peak,PRIORITY_REVIEW,0,20,758,3,0.4,8.7,0.0,3.93,0
1446,content_f14e3624334c,client_19581e27de,0.4557584115420269,3.099157198485783,past_visibility_peak,MONITOR,0,22,723,2,0.28,18.2,0.0,6.8,0
1447,content_0c36eeb3af5b,client_f74efabef1,0.6183301273528578,3.0978339380378173,aging_past_lifecycle_peak,MONITOR,0,20,404,3,0.74,12.4,0.0,5.01,1
1448,content_88bde7b0c0c5,client_3fdba35f04,0.6255563086965972,3.096503728048156,past_visibility_peak,MONITOR,0,26,23523,9,0.04,24.5,0.0,4.95,1
1449,content_ada7dbd198ce,client_f369cb89fc,0.6730198211904002,3.0958911774758406,inconsistent_traffic,SCHEDULE_REVIEW,0,20,416,2,0.48,7.8,0.0,4.6,1
1450,content_cdfb5f11cb6b,client_3fdba35f04,0.5488074574148032,3.0952740598194897,inconsistent_traffic,MONITOR,0,41,317,2,0.63,25.5,8.33,5.64,1
1451,content_1e9b9d24840d,client_19581e27de,0.5631213462835254,3.0859049776337195,past_visibility_peak,MONITOR,0,22,10064,4,0.04,7.3,0.0,5.48,1
1452,content_64af609a6bd6,client_f369cb89fc,0.7733011793402783,3.0854717055677106,past_visibility_peak,PRIORITY_REVIEW,0,20,819,3,0.37,7.3,0.0,3.99,1
1453,content_604b89f2b684,client_4ec9599fc2,0.6492819762751285,3.0840893873068604,past_visibility_peak,MONITOR,1,104,827,1,0.12,15.8,0.0,4.75,0
1454,content_06c9e2bd13ef,client_3fdba35f04,0.7134728643637662,3.08220277405147,past_visibility_peak,SCHEDULE_REVIEW,0,14,3261,27,0.83,6.2,4.29,4.32,1
1455,content_1bbffa45ae7c,client_19581e27de,0.5021464679859087,3.073136384073761,past_visibility_peak,MONITOR,0,22,3972,12,0.3,7.2,0.0,6.12,1
1456,content_d27d65a5ea8c,client_b4944c6ff0,0.694447477141981,3.0694578489675557,past_visibility_peak,SCHEDULE_REVIEW,0,8,6691,26,0.39,4.1,5.26,4.42,1
1457,content_50f7c0078e8b,client_19581e27de,0.5811377354952092,3.0684072434147045,past_visibility_peak,MONITOR,0,20,9291,8,0.09,2.5,0.0,5.28,1
1458,content_db35f1132b24,client_3fdba35f04,0.8235479203745059,3.063598263793162,past_visibility_peak,PRIORITY_REVIEW,1,104,1354,2,0.15,9.4,0.0,3.72,1
1459,content_fee4ab8f26b8,client_4e07408562,0.5996360554231218,3.0581438826579213,past_visibility_peak,MONITOR,0,13,281,1,0.36,27.6,0.0,5.1,0
1460,content_4e75c45a9d83,client_3fdba35f04,0.8480705845151947,3.053054104254701,past_visibility_peak,PRIORITY_REVIEW,1,104,599,1,0.17,28.3,0.0,3.6,0
1461,content_cae64c40df00,client_a88a7902cb,0.5788943357204236,3.050773149246632,aging_past_lifecycle_peak,MONITOR,0,20,263,1,0.38,31.1,0.0,5.27,1
1462,content_5495beb5dd63,client_3fdba35f04,0.577117234016313,3.047178995606133,past_visibility_peak,MONITOR,0,14,5398,1,0.02,46.4,20.0,5.28,1
1463,content_b1db683c922c,client_6208ef0f77,0.697127925184712,3.0464490330571916,content_depth_mismatch,SCHEDULE_REVIEW,1,104,108,1,0.93,14.5,0.0,4.37,1
1464,content_69fbbca765cf,client_3fdba35f04,0.8008532060366681,3.0432421829393386,past_visibility_peak,PRIORITY_REVIEW,1,104,503,1,0.2,19.6,0.0,3.8,0
1465,content_47808e2c16d4,client_f369cb89fc,0.6555801841303301,3.028780450682125,weak_scroll_depth,MONITOR,0,20,324,2,0.62,6.1,20.0,4.62,1
1466,content_da78e7cf2410,client_3fdba35f04,0.7972127901042857,3.005492218693157,past_visibility_peak,PRIORITY_REVIEW,2,104,874,1,0.11,6.8,50.0,3.77,1
1467,content_4addf65d84fc,client_349c41201b,0.6955754481295443,3.0048859359196314,past_visibility_peak,SCHEDULE_REVIEW,0,20,2025,18,0.89,4.4,4.55,4.32,1
1468,content_64bc62ceef57,client_19581e27de,0.7154554941875572,2.990603965703989,inconsistent_traffic,SCHEDULE_REVIEW,0,20,327,1,0.31,13.1,0.0,4.18,1
1469,content_ac5958be9671,client_19581e27de,0.6781002400162824,2.9904220584718058,past_visibility_peak,SCHEDULE_REVIEW,1,104,23748,49,0.21,4.8,2.44,4.41,1
1470,content_875c100b95f3,client_6208ef0f77,0.6936815768368644,2.9897675961668853,content_depth_mismatch,SCHEDULE_REVIEW,1,104,101,1,0.99,8.6,0.0,4.31,1
1471,content_5064a39723fd,client_19581e27de,0.47833494031213164,2.9848100275477014,past_visibility_peak,MONITOR,1,104,32862,48,0.15,6.1,0.0,6.24,0
1472,content_1bcdced4d82e,client_19581e27de,0.5317526398804997,2.977814783330798,past_visibility_peak,MONITOR,0,22,3450,2,0.06,16.5,0.0,5.6,0
1473,content_41fff7a1aa8c,client_f369cb89fc,0.7418570218973805,2.967428087589522,past_visibility_peak,SCHEDULE_REVIEW,0,8,7826,5,0.06,23.7,12.5,4.0,1
1474,content_27ab2be7b32f,client_19581e27de,0.6011762658158801,2.963798990472289,past_visibility_peak,MONITOR,1,104,6755,17,0.25,5.0,16.67,4.93,1
1475,content_c83edb38cc9f,client_3fdba35f04,0.5141036270080768,2.961236891566522,past_visibility_peak,MONITOR,0,41,411,1,0.24,30.6,4.88,5.76,0
1476,content_ad0145c7c0b2,client_19581e27de,0.650285536827051,2.958799192563082,past_visibility_peak,MONITOR,1,104,1280,7,0.55,4.5,0.0,4.55,1
1477,content_ba663b76c64b,client_f369cb89fc,0.7357145521604052,2.9575724996848285,past_visibility_peak,SCHEDULE_REVIEW,0,20,331,2,0.6,10.5,0.0,4.02,1
1478,content_a4c0e96baf73,client_19581e27de,0.48624332450541913,2.94663454650284,past_visibility_peak,MONITOR,0,22,924,1,0.11,10.8,0.0,6.06,1
1479,content_f8d0a67e22fc,client_f369cb89fc,0.6137725501582181,2.9461082407594468,aging_past_lifecycle_peak,MONITOR,0,20,224,5,2.23,10.9,0.0,4.8,0
1480,content_a1d401ca5286,client_3fdba35f04,0.5035835395909976,2.9409278712114255,past_visibility_peak,MONITOR,1,104,2934,2,0.07,33.6,2.94,5.84,1
1481,content_e863b58411b0,client_3fdba35f04,0.7903952010436629,2.9323661958719893,past_visibility_peak,PRIORITY_REVIEW,1,104,644,1,0.16,14.0,0.0,3.71,1
1482,content_d833c807ccc4,client_f369cb89fc,0.7606168539210679,2.920768719056901,past_visibility_peak,PRIORITY_REVIEW,0,20,290,3,1.03,22.0,0.0,3.84,1
1483,content_4932d15b0237,client_3fdba35f04,0.7539415716631591,2.917753882336426,past_visibility_peak,SCHEDULE_REVIEW,1,104,2354,3,0.13,12.2,10.0,3.87,1
1484,content_cc07d8f0393a,client_19581e27de,0.3768890847288753,2.9171215158014947,past_visibility_peak,MONITOR,0,22,5414,9,0.17,12.7,1.2,7.74,0
1485,content_9a579e75e4f6,client_3fdba35f04,0.6624240581675542,2.9146658559372387,past_visibility_peak,MONITOR,0,14,1421,2,0.14,22.5,4.17,4.4,0
1486,content_9b59026d8817,client_19581e27de,0.5047615217054322,2.9074263650232894,past_visibility_peak,MONITOR,0,22,1594,3,0.19,19.6,0.0,5.76,1
1487,content_f3abf132d293,client_3fdba35f04,0.7400980142959268,2.901184216040033,past_visibility_peak,SCHEDULE_REVIEW,1,104,1065,1,0.09,8.3,0.0,3.92,1
1488,content_0d3a62dce5e3,client_f369cb89fc,0.6453155379781599,2.8910136101421564,aging_past_lifecycle_peak,MONITOR,0,20,671,4,0.6,15.8,14.29,4.48,1
1489,content_dcd0ea5b0fea,client_4e07408562,0.5497092386223233,2.8859735027671976,past_visibility_peak,MONITOR,0,25,4553,5,0.11,16.8,0.0,5.25,1
1490,content_9ab627efc264,client_3fdba35f04,0.8271102909356113,2.878343812455927,past_visibility_peak,PRIORITY_REVIEW,0,20,992,2,0.2,8.4,6.25,3.48,1
1491,content_cc0d27150473,client_19581e27de,0.4280842242752565,2.8767259871297237,past_visibility_peak,MONITOR,0,22,14689,28,0.19,4.7,4.88,6.72,1
1492,content_1180705d05bb,client_4e07408562,0.47061816200688517,2.8754769698620684,past_visibility_peak,MONITOR,2,13,1265,1,0.08,19.4,33.33,6.11,1
1493,content_dd67c8aed1a8,client_3fdba35f04,0.7767260468245809,2.8738863732509494,aging_past_lifecycle_peak,PRIORITY_REVIEW,1,104,278,2,0.72,20.6,25.0,3.7,1
1494,content_43a9ee4391e5,client_f369cb89fc,0.7969926779671979,2.869173640681912,inconsistent_traffic,PRIORITY_REVIEW,0,20,273,3,1.1,5.5,0.0,3.5999999999999996,1
1495,content_25325c787f79,client_19581e27de,0.3980827479756557,2.8661957854247206,large_page_regression_risk,MONITOR,1,104,17204,40,0.23,6.0,6.37,7.199999999999999,1
1496,content_786aacb2f787,client_b4944c6ff0,0.7633834452056786,2.862687919521295,past_visibility_peak,PRIORITY_REVIEW,0,20,1007,5,0.5,8.8,16.67,3.75,1
1497,content_e717319eaf0f,client_19581e27de,0.5092265882747665,2.861853426104188,past_visibility_peak,MONITOR,0,22,904,1,0.11,18.1,0.0,5.62,0
1498,content_06fdd4b8ba3e,client_349c41201b,0.7133195721761925,2.85327828870477,past_visibility_peak,SCHEDULE_REVIEW,0,20,3919,20,0.51,3.9,0.0,4.0,0
1499,content_d56e84c0d475,client_3fdba35f04,0.7466730789732067,2.852291161677649,stale_content,SCHEDULE_REVIEW,1,104,232,1,0.43,12.4,4.76,3.82,1
1500,content_baffc5401eda,client_4e07408562,0.591634961898774,2.851680516352091,past_visibility_peak,MONITOR,0,25,5382,2,0.04,11.8,0.0,4.82,0
1501,content_3486f0b9ca77,client_349c41201b,0.6635214377580758,2.8465069679821453,past_visibility_peak,MONITOR,0,20,11225,39,0.35,3.9,1.22,4.29,1
1502,content_86a719410969,client_19581e27de,0.6433179428401862,2.8434653073536227,past_visibility_peak,MONITOR,1,104,5848,17,0.29,6.5,0.0,4.42,1
1503,content_db6479551754,client_4e07408562,0.4242606078807924,2.842546072801309,past_visibility_peak,MONITOR,0,25,5697,5,0.09,7.9,0.0,6.7,1
1504,content_910eeeb6467a,client_f74efabef1,0.709945647453199,2.839782589812796,aging_past_lifecycle_peak,SCHEDULE_REVIEW,0,8,868,4,0.46,9.3,0.0,4.0,1
1505,content_7a835d05623c,client_6208ef0f77,0.5238638342585635,2.8393419816814145,content_depth_mismatch,MONITOR,1,104,1071,2,0.19,1.9,0.0,5.42,1
1506,content_5734a4695671,client_f369cb89fc,0.7235736544700099,2.836408725522439,past_visibility_peak,SCHEDULE_REVIEW,0,20,1850,7,0.38,7.1,0.0,3.9200000000000004,0
1507,content_1f1cdf321aff,client_19581e27de,0.7567736514067456,2.830333456261229,past_visibility_peak,PRIORITY_REVIEW,0,20,2945,11,0.37,3.9,0.0,3.74,1
1508,content_374e795aab68,client_f369cb89fc,0.8465941886431592,2.8276245900681514,weak_scroll_depth,PRIORITY_REVIEW,0,20,235,2,0.85,31.0,0.0,3.34,0
1509,content_4fede6e6b910,client_349c41201b,0.5600024487993764,2.822412341948857,past_visibility_peak,MONITOR,0,20,15219,42,0.28,10.3,1.18,5.04,0
1510,content_1c650c099509,client_19581e27de,0.533059307120291,2.8198837346663397,past_visibility_peak,MONITOR,1,104,1932,23,1.19,5.4,5.88,5.29,0
1511,content_51ca70ca6815,client_349c41201b,0.7057992382893841,2.8161389607746425,past_visibility_peak,SCHEDULE_REVIEW,0,20,1519,3,0.2,25.1,0.0,3.99,1
1512,content_b197ded6ab8c,client_349c41201b,0.8009920989989983,2.811482267486484,content_depth_mismatch,PRIORITY_REVIEW,0,20,4176,27,0.65,11.3,0.0,3.5100000000000002,1
1513,content_e38fa75ec230,client_4e07408562,0.508633626050122,2.807657615796673,past_visibility_peak,MONITOR,0,13,2856,4,0.14,10.7,0.0,5.52,0
1514,content_6baac2e368ae,client_b4944c6ff0,0.6999954663342414,2.7929819106736233,past_visibility_peak,SCHEDULE_REVIEW,0,8,934,3,0.32,8.6,20.0,3.99,0
1515,content_4c443177255c,client_4e07408562,0.5653660036779695,2.7872543981323896,past_visibility_peak,MONITOR,2,13,958,1,0.1,28.9,50.0,4.93,0
1516,content_ab8c611799d9,client_349c41201b,0.590579720909705,2.7757246882756137,past_visibility_peak,MONITOR,0,20,9755,47,0.48,8.9,3.39,4.7,1
1517,content_9d474da3a331,client_3fdba35f04,0.7704198070039127,2.773511305214085,past_visibility_peak,PRIORITY_REVIEW,1,104,5173,10,0.19,4.0,10.0,3.5999999999999996,1
1518,content_e6f4c38026ed,client_f74efabef1,0.7213630339998586,2.770034050559457,past_visibility_peak,SCHEDULE_REVIEW,0,20,1215,4,0.33,8.1,0.0,3.84,0
1519,content_b88c6b220b23,client_4e07408562,0.540114784517738,2.7599865488856405,past_visibility_peak,MONITOR,0,14,18198,7,0.04,49.0,11.11,5.109999999999999,1
1520,content_bede649d3b3e,client_4e07408562,0.5184786291698528,2.7479367346002195,past_visibility_peak,MONITOR,0,7,821,2,0.24,18.2,0.0,5.3,0
1521,content_647e177596e9,client_19581e27de,0.44377626842761003,2.74253733888263,large_page_regression_risk,MONITOR,1,104,111222,103,0.09,7.4,2.26,6.18,0
1522,content_27e75fb13abc,client_3fdba35f04,0.7693832513228512,2.7390043747093507,past_visibility_peak,PRIORITY_REVIEW,0,20,1150,2,0.17,37.5,0.0,3.56,0
1523,content_0f65dac4e496,client_3fdba35f04,0.605285203563974,2.735889120109162,past_visibility_peak,MONITOR,0,14,4132,4,0.1,19.3,4.35,4.52,1
1524,content_a6b49aac9289,client_6208ef0f77,0.48942539831074927,2.7358879765570885,large_page_regression_risk,MONITOR,1,104,6739,43,0.64,16.6,0.4,5.59,1
1525,content_a0b5322afbb0,client_d4735e3a26,0.32306925853640084,2.7331659272179514,inconsistent_traffic,MONITOR,0,20,34,1,2.94,6.1,0.0,8.46,0
1526,content_0e02a06de291,client_19581e27de,0.48203276196323186,2.7283054327118923,past_visibility_peak,MONITOR,0,22,3100,2,0.06,14.4,9.09,5.66,1
1527,content_15f4ea33af22,client_f74efabef1,0.6970605248627926,2.725506652213519,past_visibility_peak,SCHEDULE_REVIEW,0,20,483,1,0.21,36.1,0.0,3.91,0
1528,content_c9fe147aa4c1,client_19581e27de,0.6838679556225993,2.721794463377945,past_visibility_peak,SCHEDULE_REVIEW,1,104,725,2,0.28,8.7,0.0,3.98,0
1529,content_53ef2442384b,client_6208ef0f77,0.5847861793454465,2.7192557339563264,content_depth_mismatch,MONITOR,1,104,433,1,0.23,33.5,0.0,4.65,1
1530,content_9ae5157e9941,client_4e07408562,0.5727689544049863,2.7149248438796354,past_visibility_peak,MONITOR,2,13,2265,3,0.13,25.5,50.0,4.74,1
1531,content_19c7f1107d3a,client_19581e27de,0.7172438131959052,2.711181613880522,past_visibility_peak,SCHEDULE_REVIEW,0,20,5142,9,0.18,6.9,0.0,3.78,1
1532,content_6d8931b73f20,client_6208ef0f77,0.30981186826355067,2.701559491258162,large_page_regression_risk,MONITOR,1,104,21920,436,1.99,12.3,4.94,8.72,0
1533,content_34fcb24f2beb,client_19581e27de,0.7162478159308588,2.7002542660593374,past_visibility_peak,SCHEDULE_REVIEW,1,104,8603,13,0.15,4.8,8.0,3.7699999999999996,0
1534,content_7ccd303329e2,client_4e07408562,0.48061102741683626,2.6914217535342835,past_visibility_peak,MONITOR,0,25,10974,56,0.51,16.5,7.41,5.6000000000000005,0
1535,content_4734618e1abb,client_4e07408562,0.6686703761154017,2.6880549119839143,past_visibility_peak,SCHEDULE_REVIEW,0,7,744,2,0.27,6.8,0.0,4.02,0
1536,content_06954b8a7f8d,client_4e07408562,0.6178508220070218,2.6876510757305447,past_visibility_peak,MONITOR,0,7,958,3,0.31,7.7,0.0,4.35,1
1537,content_8a6d91669b6a,client_6208ef0f77,0.7123153402022103,2.685428832562333,content_depth_mismatch,SCHEDULE_REVIEW,1,104,6147,13,0.21,26.2,0.0,3.7699999999999996,0
1538,content_686120fa43df,client_19581e27de,0.5292641807983995,2.683369396647886,past_visibility_peak,MONITOR,0,22,1637,3,0.18,25.1,0.0,5.07,1
1539,content_a6505910bdee,client_19581e27de,0.46673292875961014,2.674379681792566,past_visibility_peak,MONITOR,0,22,2477,3,0.12,11.1,0.0,5.7299999999999995,1
1540,content_e2e798c7bffa,client_3fdba35f04,0.7073689456629743,2.673854614606043,past_visibility_peak,SCHEDULE_REVIEW,0,14,2451,6,0.24,6.8,4.35,3.7800000000000002,1
1541,content_f68b1081eb71,client_f74efabef1,0.5091604916298818,2.673092581056879,aging_past_lifecycle_peak,MONITOR,0,20,296,3,1.01,54.4,0.0,5.25,1
1542,content_9c43d55aef70,client_3fdba35f04,0.6116795297987856,2.6669227499227053,past_visibility_peak,MONITOR,0,14,944,2,0.21,25.0,0.0,4.36,1
1543,content_e76ac7fed711,client_3fdba35f04,0.8382753601263566,2.6657156452018143,past_visibility_peak,PRIORITY_REVIEW,1,104,1877,1,0.05,5.8,0.0,3.18,1
1544,content_be3a940c5354,client_b4944c6ff0,0.47170613811411016,2.6604226189635813,past_visibility_peak,MONITOR,0,8,8029,94,1.17,3.6,9.76,5.64,0
1545,content_deb202f8fae2,client_19581e27de,0.5425075326098433,2.6582869097882322,past_visibility_peak,MONITOR,0,22,3915,2,0.05,20.1,11.11,4.9,1
1546,content_5d3dfb80a423,client_19581e27de,0.5264771443944151,2.6534448077478525,past_visibility_peak,MONITOR,1,104,97235,72,0.07,6.5,0.0,5.040000000000001,0
1547,content_cbfbf617a0d1,client_4e07408562,0.45233006840342155,2.6461309001600157,past_visibility_peak,MONITOR,0,13,832,5,0.6,23.6,14.29,5.85,0
1548,content_63c52831ef4e,client_19581e27de,0.6482511212293066,2.6448645746155712,past_visibility_peak,MONITOR,1,104,4945,4,0.08,7.3,16.67,4.08,1
1549,content_f91e67780f49,client_3fdba35f04,0.7687826847071739,2.6446124353926783,past_visibility_peak,PRIORITY_REVIEW,0,14,2967,2,0.07,8.5,0.0,3.44,1
1550,content_5abd2c100163,client_bbb965ab0c,0.7565313212679317,2.6402943112250816,aging_past_lifecycle_peak,SCHEDULE_REVIEW,0,20,258,1,0.39,19.7,20.0,3.49,0
1551,content_852ae90abb5c,client_6208ef0f77,0.6182900817294896,2.6400986489849205,content_depth_mismatch,MONITOR,1,104,53,1,1.89,18.6,0.0,4.27,1
1552,content_bd80973c62b1,client_19581e27de,0.4596954860589339,2.638652089978281,past_visibility_peak,MONITOR,0,22,4800,2,0.04,18.8,0.0,5.74,0
1553,content_534b593abb03,client_3fdba35f04,0.7535704599437081,2.6299609052035415,past_visibility_peak,SCHEDULE_REVIEW,0,20,706,1,0.14,29.4,0.0,3.49,1
1554,content_684a74eddb5a,client_f369cb89fc,0.805920218192779,2.6272999113084596,past_visibility_peak,PRIORITY_REVIEW,0,20,1820,2,0.11,10.7,0.0,3.26,1
1555,content_60f6c4124054,client_3fdba35f04,0.8163240466011962,2.62040018958984,past_visibility_peak,PRIORITY_REVIEW,0,20,936,1,0.11,11.1,0.0,3.21,1
1556,content_e9cd7715e252,client_b4944c6ff0,0.7458708910868147,2.6180068277147193,aging_past_lifecycle_peak,SCHEDULE_REVIEW,2,20,208,3,1.44,4.9,50.0,3.51,1
1557,content_651f3931aac1,client_4e07408562,0.5543897549286199,2.6167196432630857,past_visibility_peak,MONITOR,0,7,7395,4,0.05,4.1,9.09,4.72,1
1558,content_b808b421d088,client_349c41201b,0.6866802068587278,2.6093847860631656,past_visibility_peak,SCHEDULE_REVIEW,0,20,3540,38,1.07,4.7,0.0,3.8000000000000003,0
1559,content_deed6811cf16,client_3fdba35f04,0.8525741775090915,2.591825499627638,past_visibility_peak,PRIORITY_REVIEW,1,104,863,1,0.12,13.8,7.14,3.04,1
1560,content_3f5bc363a67d,client_4e07408562,0.3793670389442164,2.5872832055995563,past_visibility_peak,MONITOR,0,25,13590,31,0.23,10.6,2.88,6.82,0
1561,content_ac2b9b614835,client_f74efabef1,0.6337854122297742,2.585844481897479,aging_past_lifecycle_peak,MONITOR,0,20,3042,6,0.2,16.4,4.35,4.08,0
1562,content_278e050f4120,client_3fdba35f04,0.6854372064219605,2.584098268210791,past_visibility_peak,SCHEDULE_REVIEW,1,104,751,1,0.13,14.5,5.0,3.77,1
